ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0010965,regulation of mitotic sister chromatid separation,27/2403,62/18994,0.435483871,3.442189199,7.330174119,1.57E-09,7.34E-08,6.25E-08,Nuf2/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,27
GO:0046631,alpha-beta T cell activation,57/2403,200/18994,0.285,2.252721598,6.777934062,1.62E-09,7.49E-08,6.37E-08,Stat4/Tnfsf4/Cd28/Slamf6/Ly9/Zap70/Ptprc/Prkcq/Gata3/Mapk8ip1/Il2rg/Il21/Cd1d1/Cd160/Il12a/Pla2g2d/Ccl19/Tnfrsf14/Pf4/Fosl2/Card11/Il6/Clec4a2/Gimap1/Gimap3/Cd69/Clec4a3/Clec4a4/Il27/Tarm1/Spn/Ascl2/Nkg7/Il15/Gpr18/Pnp/Ccr2/Cd3e/Crtam/Lgals9/Tcf7/Igtp/Tbx21/Irf1/Irgm1/Prr7/Batf/Bcl11b/Rsad2/Lgals1/Socs1/H2-M3/Rasal3/H2-T23/Cd274/Anxa1/Tcirg1,57
GO:0032731,positive regulation of interleukin-1 beta production,28/2403,66/18994,0.424242424,3.353333586,7.288539048,1.63E-09,7.49E-08,6.37E-08,Il17a/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Tlr2/Gbp5/Ccl19/P2rx7/Il6/Nod1/Pycard/Lilra5/Ccr5/Casp1/Casp4/Tmem106a/Nlrp1a/Nlrp1b/Ccl3/Gsdmd/Mefv/Nlrc4/Tnf/Egr1,28
GO:0032609,type II interferon production,45/2403,141/18994,0.319148936,2.522644567,6.906455971,1.73E-09,7.90E-08,6.72E-08,Tnfsf4/Slamf1/Slamf6/Il1r1/Il10/Gata3/Rasgrp1/Tlr7/Cd40lg/Il21/Cd1d1/Cd160/Cd2/Il12a/Pglyrp3/Isg15/Pde4b/Rnf19b/Gimap3/Klrk1/Cd27/Il12rb2/Il27/Pycard/Ulbp1/Tlr3/Il12rb1/Irf8/Il27ra/Tlr9/Il20rb/Ccr2/Cd3e/Crtam/Lgals9/Irgm1/Pde4d/H2-M3/Pglyrp2/Tnf/H2-Q7/Ticam2/Cd14/Cd274/Tcirg1,45
GO:0002440,production of molecular mediator of immune response,73/2403,285/18994,0.256140351,2.024606669,6.63272068,1.76E-09,7.98E-08,6.78E-08,Exo1/Il17a/Il17f/Tnfsf4/Cd28/Fcgr4/Slamf1/Slamf9/Fcer1a/Lax1/Il1r1/Il10/Ptprc/B2m/Samhd1/Cd40/Gata3/Prg2/Rasgrp1/Tlr7/Cd40lg/Tlr2/Il21/Cd160/Il12a/Rigi/Tnfrsf14/P2rx7/Fgl2/Fosl2/Card11/Il6/Clnk/Gimap3/Nod1/Irf5/Cd27/Ezh2/Pycard/Pou2f2/Lgals4/Siglecg/Calhm6/Nepn/Tlr3/Bst2/Il27ra/Htr2a/Lacc1/Tlr9/Cgas/Atm/Ccr2/Parp3/Casp1/Casp4/Epx/Scimp/Tbx21/Il13/Il31ra/Batf/Ighd/Rsad2/Polq/Trem1/H2-M3/Rnf8/Ccr6/Tnf/H2-T23/Cd74/Tcirg1,73
GO:0002711,positive regulation of T cell mediated immunity,32/2403,83/18994,0.385542169,3.047435685,7.114255449,2.09E-09,9.37E-08,7.97E-08,Tnfsf4/Slamf1/Il1r1/Ptprc/B2m/Gata3/Cd1d1/Il12a/P2rx7/Il6/Mill2/H60c/Ulbp1/Raet1e/H60b/Pnp/Tbx21/Rsad2/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,32
GO:0042269,regulation of natural killer cell mediated cytotoxicity,26/2403,59/18994,0.440677966,3.483244814,7.270265586,2.31E-09,1.03E-07,8.76E-08,Slamf6/Rasgrp1/Sh2d1a/Il21/Cd160/Il12a/Gimap3/Klrb1f/Clec2d/Klrk1/Klrc3/Klri1/Klri2/Klrb1a/Klrb1c/Klrb1b/Lag3/Ulbp1/Raet1e/Crtam/Lgals9/Serpinb9/Tap1/Tap2/H2-M3/H2-T23,26
GO:0045839,negative regulation of mitotic nuclear division,27/2403,63/18994,0.428571429,3.387551275,7.22393105,2.42E-09,1.07E-07,9.12E-08,Nuf2/Bub1b/Knl1/Bub1/Bmp7/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,27
GO:0042098,T cell proliferation,65/2403,244/18994,0.266393443,2.105650041,6.615297068,2.51E-09,1.10E-07,9.37E-08,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Ptprc/Prkcq/Mapk8ip1/Rasgrp1/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Wnt4/Pla2g2d/Ccl19/Tnfrsf14/P2rx7/Card11/Il6/Ptpn6/Cd4/Il27/Lmo1/Tarm1/Pycard/Spn/Zbtb32/Itgal/Zc3h12d/Psmb10/Il15/Ido1/Cd209c/Il12rb1/Cd209a/Cd209e/Cd209d/Pnp/Il20rb/Ccr2/Cd3e/Crtam/Lgals9/Slfn2/Slfn1/Ccl5/Slc4a1/Irf1/Irgm1/Btn2a2/Hes1/H2-DMb2/H2-DMb1/H2-Aa/H2-M3/Crip3/Rasal3/Aif1/H2-T23/Cd274/Cd6/Anxa1/Ccdc88b,65
GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",18/2403,31/18994,0.580645161,4.589585599,7.6121796,2.60E-09,1.13E-07,9.62E-08,Mill2/H60c/Ulbp1/Raet1e/H60b/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,18
GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,17/2403,28/18994,0.607142857,4.799030973,7.655990128,2.78E-09,1.20E-07,1.02E-07,Ctse/B2m/Thbs1/Ctss/Pycard/Marchf1/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/H2-Oa/H2-Eb2/Cd74/Unc93b1,17
GO:0030098,lymphocyte differentiation,102/2403,453/18994,0.225165563,1.779773076,6.392756284,2.89E-09,1.24E-07,1.06E-07,Dock10/Stat4/Dusp10/Tnfsf4/Cd28/Slamf1/Slamf8/Slamf6/Ly9/Zap70/Il10/Ptprc/B2m/Dll4/Gata3/Mertk/Il15ra/Rasgrp1/Cd40lg/Il2rg/Il21/Cd1d1/Il12a/Pglyrp3/Lck/Wnt4/Pla2g2d/Ccl19/Cdk6/Fgl2/Pf4/Dtx1/Fosl2/Card11/Il6/Gimap1/Gimap3/Cd69/Cyp26b1/Cd27/Fancd2/Ptpn6/Cd4/Lag3/Ezh2/Cd19/Il27/Pou2f2/Spn/Flt3l/Ascl2/Cd79a/Themis/Usp44/Vnn1/Il15/Adgrg3/Irf8/Fanca/Lyl1/Ptk2b/Gpr18/Duxbl1/Pnp/Tlr9/Atm/Ccr2/Ccr9/Cd3g/Cd3d/Cd3e/Crtam/Ikzf3/Lgals9/Tcf7/Igtp/Tbx21/Irf1/Btn2a2/Sox4/Ctla2a/Prr7/Batf/Bcl11b/Rsad2/Lgals1/Socs1/H2-DMa/H2-Aa/H2-M3/Dll1/Bak1/Pglyrp2/H2-Oa/Ccr6/Btnl6/Egr1/Cd74/Hells/Anxa1/Tcirg1/Ms4a1,102
GO:0032102,negative regulation of response to external stimulus,92/2403,397/18994,0.231738035,1.831723779,6.373680862,3.85E-09,1.64E-07,1.40E-07,Il17a/Dusp10/Slamf8/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Il10/Samhd1/Thbs1/Nmi/Gata3/Serping1/Cst7/Nr1h3/Adar/Smpdl3b/Sfn/Ajap1/Wnt4/Isg15/Pdgfra/Stap1/Fgl2/Pf4/Oas1h/Oas1g/Oas1a/Trafd1/Oas3/Oas1e/Oas1b/Cxcl13/Serpine1/Clec2d/Klrk1/Alox5/Usp18/A2m/Klrb1b/Ptpn6/Chrna7/Spn/Trim21/Plaur/Siglecg/Stat2/Adamts18/Cx3cl1/Wfdc1/Nlrc5/Pbk/Gpr18/Myoz1/Acod1/Muc16/Il20rb/Mmp12/Drd2/Cx3cr1/Ubash3b/Lgals9/Igtp/Irgm2/Alox12/Gp1ba/Grn/Il13/Aurkb/Irgm1/Dhx58/Mmp28/Aoah/Serpinb9/Ctla2a/Gpx2/C1qtnf3/Mefv/Gp5/Parp14/Tap1/Tap2/Gpr31b/H2-M3/Fpr2/Aif1/Tnf/Ier3/H2-T23,92
GO:0071621,granulocyte chemotaxis,41/2403,126/18994,0.325396825,2.572029672,6.737836461,4.78E-09,2.02E-07,1.72E-07,Slamf1/Sell/Cxcr2/Cxcr1/Thbs1/Edn3/Csf1/S100a8/S100a9/S100a14/Pde4b/Ccl19/Bst1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Ccl24/Cxcl13/Rarres2/C3ar1/Ccl22/Cx3cl1/Ccr3/Ccl8/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11/Edn1/Pde4d/Itga1/Trem1/Cd74/Anxa1,41
GO:0098813,nuclear chromosome segregation,77/2403,314/18994,0.24522293,1.938312248,6.380594734,5.28E-09,2.22E-07,1.89E-07,Cenpf/Nsl1/Nuf2/Aspm/Kif14/Tpx2/Fam83d/Ncaph/Ube2c/Kif18a/Aurka/Bub1b/Knl1/Nusap1/Knstrn/Bub1/Spo11/Cenpi/Kif4/Cenpe/Ect2/Psrc1/Cdc20/Cdca8/Smc2/Kif2c/Ncapg/Kntc1/Chek2/Ankrd53/Mad2l1/Ncapd2/Fancd2/M1ap/Prc1/Plk1/Ccne1/Kif22/Usp44/Fbxo5/Cdk1/Misp/Syce1l/Atm/Ttk/Kif23/Spc24/Zwilch/Kif15/Cdc6/Top2a/Kif18b/Brip1/Ska2/Tex14/Haspin/Spag5/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Ncapg2/Gen1/Racgap1/Espl1/Spice1/Rmi2/Sgo1/Ndc80/Kifc5b/Kifc1/Uhrf1/Ska1/Majin/Cdca5/Kif11,77
GO:0051306,mitotic sister chromatid separation,27/2403,65/18994,0.415384615,3.283318928,7.017732461,5.55E-09,2.32E-07,1.97E-07,Nuf2/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,27
GO:0007059,chromosome segregation,95/2403,418/18994,0.227272727,1.796428707,6.266085737,6.15E-09,2.55E-07,2.17E-07,Sgo2a/Cenpf/Nsl1/Firrm/Nuf2/Aspm/Kif14/Tpx2/Fam83d/Ncaph/Ube2c/Kif18a/Aurka/Bub1b/Knl1/Nusap1/Knstrn/Bub1/Tubb1/Spo11/Cenpi/Kif4/Cenpe/Ect2/Psrc1/Sass6/Cdc20/Cdca8/Smc2/Stil/Kif2c/Cenps/Ncapg/Kntc1/Chek2/Ankrd53/Mad2l1/Ncapd2/Fancd2/M1ap/Prc1/Mki67/Plk1/Ccne1/Kif22/Usp44/Fbxo5/Cdk1/Misp/Syce1l/Cenpn/Dlgap5/Setdb2/Esco2/Cenpj/Cdca2/Diaph3/Atm/Ttk/Kif23/Spc24/Zwilch/Kif15/Cdc6/Top2a/Brca1/Kif18b/Brip1/Ska2/Tex14/Haspin/Spag5/Aurkb/Birc5/Spdl1/Trip13/Cenph/Ccnb1/Ncapg2/Gen1/Cenpm/Racgap1/Espl1/Spice1/Rmi2/Sgo1/Ndc80/Kifc5b/Chtf18/Kifc1/Uhrf1/Ska1/Majin/Cdca5/Kif11,95
GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,16/2403,26/18994,0.615384615,4.86417619,7.503609275,6.23E-09,2.56E-07,2.18E-07,Ctse/B2m/Ctss/Pycard/Marchf1/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/H2-Oa/H2-Eb2/Cd74/Unc93b1,16
GO:0002821,positive regulation of adaptive immune response,48/2403,161/18994,0.298136646,2.356557409,6.578528345,6.27E-09,2.56E-07,2.18E-07,Tnfsf4/Cd28/Slamf1/Pla2g4a/Fcer1a/Il1r1/Ptprc/Prkcq/B2m/Cd40/Gata3/Cd1d1/Il12a/Fcgr1/P2rx7/Il6/Gimap3/Cd4/Mill2/Pycard/H60c/Ulbp1/Raet1e/H60b/Il12rb1/Il27ra/Pnp/Ccr2/Skap1/Tbx21/Rsad2/H2-DMa/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/Tnf/H2-T24/H2-T23/H2-T22/H2-Q7/Cd74,48
GO:0140888,interferon-mediated signaling pathway,32/2403,87/18994,0.367816092,2.9073237,6.785941436,8.14E-09,3.31E-07,2.81E-07,Stat1/Ikbke/Ifih1/Samhd1/Zbp1/Adar/Isg15/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Usp18/Ifitm1/Ifitm3/Ifitm6/Irf7/Ifngr1/Stat2/Nlrc5/Mmp12/Igtp/Irgm2/Irf1/Irgm1/Parp14/Parp9/Sting1,32
GO:0007088,regulation of mitotic nuclear division,39/2403,119/18994,0.327731092,2.590480387,6.623624538,8.98E-09,3.62E-07,3.08E-07,Cd28/Nuf2/Ube2c/Bub1b/Knl1/Nusap1/Bub1/Edn3/Bmp7/Egf/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Hoxa13/Mki67/Plk1/Usp44/Fbxo5/Smpd3/Cdca2/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Sphk1/Aurkb/Birc5/Spdl1/Edn1/Trip13/Ccnb1/Gen1/Ndc80/Tnf/Ska1,39
GO:0002768,immune response-regulating cell surface receptor signaling pathway,75/2403,307/18994,0.244299674,1.931014571,6.258831514,9.90E-09,3.96E-07,3.37E-07,Rab7b/Rab29/Cd28/Cd247/Fcgr4/Fcer1a/Lax1/Zap70/Ptprc/Fcnb/Sla2/Cd40/Nfatc2/Nmi/Gata3/Fcna/Nr1h3/Sh2d1a/Bmx/Tlr2/Cd160/Fcgr1/S100a14/Lck/Themis2/Ermap/Pde4b/Fyb2/Stap1/Oas1h/Oas1g/Oas1a/Fosl2/Card11/Oas1e/Oas1b/Pvrig/Klrk1/Klrc3/Klri1/Klri2/Tnip3/Ptpn6/C3ar1/Lat/Cd19/Kcnn4/Cd79a/Themis/Nepn/Blk/Acod1/Rnf31/Thy1/Cd3e/Plscr2/Ifi35/Scimp/Skap1/Lcp2/Btn2a2/Pde4d/Gpr33/Fyb1/Gcsam/Trat1/H2-M3/Fpr2/Ubash3a/Btnl4/Btnl6/Ticam2/Cd14/Pik3ap1/Ms4a1,75
GO:0002709,regulation of T cell mediated immunity,38/2403,115/18994,0.330434783,2.611851128,6.598143284,1.07E-08,4.27E-07,3.64E-07,Tnfsf4/Pdcd1/Slamf1/Il1r1/Ptprc/B2m/Gata3/Cd1d1/Il12a/P2rx7/Il6/Mill2/Spn/H60c/Ulbp1/Raet1e/H60b/Pnp/Il20rb/Ccr2/Tbx21/Rsad2/Muc4/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7/Cd274,38
GO:0051784,negative regulation of nuclear division,28/2403,71/18994,0.394366197,3.117183333,6.801896731,1.16E-08,4.56E-07,3.88E-07,Nuf2/Bub1b/Knl1/Bub1/Bmp7/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Tex14/Osm/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,28
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,60/2403,226/18994,0.265486726,2.098483091,6.322312904,1.17E-08,4.56E-07,3.88E-07,Tnfsf4/Cd28/Pdcd1/Slamf1/Pla2g4a/Fcer1a/Il1r1/Ptprc/Prkcq/B2m/Cd40/Gata3/Cd1d1/Il12a/Fcgr1/Ccl19/P2rx7/Pf4/Il6/Gimap3/Cd69/Ptpn6/Cd4/Il27/Mill2/Spn/Ascl2/H60c/Ulbp1/Raet1e/H60b/Il12rb1/Il27ra/Pnp/Il20rb/Ccr2/Parp3/Tbx21/Irf1/Rsad2/Lgals1/Muc4/H2-DMa/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/Tnf/H2-T24/H2-T23/H2-T22/H2-Q7/Cd274/Anxa1,60
GO:0032652,regulation of interleukin-1 production,39/2403,120/18994,0.325,2.56889305,6.561292136,1.17E-08,4.56E-07,3.88E-07,Ccl20/Il17a/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Il1r2/Tlr2/Gbp5/Ccl19/P2rx7/Il6/Nod1/Chrna7/Pycard/Lilra5/Cx3cl1/Pml/Ccr5/Cx3cr1/Casp1/Casp4/Tmem106a/Lgals9/Nlrp1a/Nlrp1b/Ccl3/Sphk1/Ighd/Panx2/Gsdmd/Mefv/Nlrc4/Tnf/Egr1/Anxa1,39
GO:0002456,T cell mediated immunity,46/2403,155/18994,0.296774194,2.345788195,6.402521246,1.51E-08,5.84E-07,4.96E-07,Tnfsf4/Pdcd1/Slamf1/Il1r1/Ptprc/B2m/Gata3/Cd1d1/Il12a/P2rx7/Fosl2/Il6/Ctsc/Mill2/Spn/H60c/Ulbp1/Raet1e/H60b/Prf1/Gzmb/Pnp/Il20rb/Ccr2/Slfn2/Tbx21/Serpinb9/Il31ra/Rsad2/Muc4/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7/Cd274/Unc93b1,46
GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,39/2403,121/18994,0.32231405,2.547662529,6.499588641,1.52E-08,5.84E-07,4.96E-07,Il17a/Il17f/Ptprc/Ifih1/Thbs1/C1qtnf4/Rasgrp1/Cybb/Tlr2/Cd2/Ptafr/Rigi/Ccl19/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Il6/Nod1/Pycard/Spn/Lilra5/Akap12/Ifngr1/Tlr3/Cd209b/Tlr9/Ccr2/Ccr5/Tmem106a/Lgals9/Ccl3/Ccl4/Ccl2/H2-T23/Cd14,39
GO:0032612,interleukin-1 production,40/2403,126/18994,0.317460317,2.509297241,6.468960581,1.61E-08,6.17E-07,5.25E-07,Ccl20/Il17a/Slamf9/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Il1r2/Tlr2/Gbp5/Ccl19/P2rx7/Il6/Nod1/Chrna7/Pycard/Lilra5/Cx3cl1/Pml/Ccr5/Cx3cr1/Casp1/Casp4/Tmem106a/Lgals9/Nlrp1a/Nlrp1b/Ccl3/Sphk1/Ighd/Panx2/Gsdmd/Mefv/Nlrc4/Tnf/Egr1/Anxa1,40
GO:0042116,macrophage activation,37/2403,112/18994,0.330357143,2.611237441,6.508515566,1.68E-08,6.39E-07,5.44E-07,Pla2g4a/Il10/Thbs1/Nmi/Cst7/Nr1h3/Tlr2/Cd1d1/C1qa/Stap1/Kcnj8/Snca/Ctsc/Kcnn4/Crtc3/Muc5b/Ulbp1/Ifngr1/Tlr3/Cx3cl1/Epsti1/Tlr9/Atm/Cx3cr1/Casp1/Ifi35/Tmem106a/Lgals9/Sphk1/Grn/Il13/Irgm1/Snhg20/Nampt/Tmem229b/Aif1/Tnf,37
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,54/2403,197/18994,0.274111675,2.166657161,6.264255764,1.91E-08,7.19E-07,6.12E-07,Il17a/Il17f/Slamf1/Il10/Ptprc/Ifih1/Thbs1/C1qtnf4/Rasgrp1/Cybb/Tlr2/Cd2/Ptafr/Rigi/Ccl19/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Il6/Clec4a2/Nod1/Ptpn6/Clec4a3/Clec4a4/Chrna7/Pycard/Kcnn4/Trim30a/Spn/Lilra5/Akap12/Ifngr1/Tlr3/Cd209b/Cx3cl1/Il27ra/Gpr18/Tlr9/Ccr2/Ccr5/Cx3cr1/Tmem106a/Lgals9/Ccl3/Ccl4/Ccl2/H2-T23/Cidea/Cd14/Cd274,54
GO:0071677,positive regulation of mononuclear cell migration,34/2403,99/18994,0.343434343,2.714603379,6.509463741,2.11E-08,7.89E-07,6.71E-07,Ccl20/Tnfsf4/Slamf1/Itga4/Thbs1/Il12a/Csf1/S100a14/Tnfrsf14/Cxcl10/Cxcl13/Serpine1/Rarres2/C3ar1/Pycard/Spn/Ascl2/Cx3cl1/Calr/Ptk2b/Ccr2/Pdgfd/Cx3cr1/Lgals9/Ccl5/Ccl3/Ccl2/Ccl7/Cxcl14/Trem1/Fpr2/Pla2g7/Ccr6/Aif1,34
GO:0090068,positive regulation of cell cycle process,66/2403,262/18994,0.251908397,1.991156093,6.148058823,2.12E-08,7.89E-07,6.71E-07,Sgo2a/Dtl/Cd28/Kif14/Fam83d/Ncaph/Ube2c/Aurka/Knl1/Nusap1/Bub1/Edn3/Egf/Cenpe/Ect2/Sass6/Plk4/Wnt4/Cdc20/Cdca8/Smc2/Stil/Cdc7/Chek2/Rad51ap1/Ccnd2/Mad2l1/Hoxa13/Ncapd2/Ezh2/Kcnn4/Mrgprb1/E2f8/Ccne1/Ccnd1/E2f7/Fbxo5/Cdk1/Smpd3/Fgfr1/Cenpj/Kif23/Cyp1a1/Drd2/Ooep/Cdc6/Sphk1/Spag5/Aurkb/Birc5/Edn1/Ccnb1/Rrm2/Ncapg2/Gen1/Racgap1/Adamts1/Ddx11/Ndc80/Aif1/Tnf/Cdc25c/Ska1/Kif20b/Anxa1/Cdca5,66
GO:0071706,tumor necrosis factor superfamily cytokine production,55/2403,203/18994,0.270935961,2.141555404,6.223109672,2.20E-08,8.08E-07,6.87E-07,Il17a/Il17f/Slamf1/Slamf9/Il10/Ptprc/Ifih1/Thbs1/C1qtnf4/Rasgrp1/Cybb/Tlr2/Cd2/Ptafr/Rigi/Ccl19/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Il6/Clec4a2/Nod1/Ptpn6/Clec4a3/Clec4a4/Chrna7/Pycard/Kcnn4/Trim30a/Spn/Lilra5/Akap12/Ifngr1/Tlr3/Cd209b/Cx3cl1/Il27ra/Gpr18/Tlr9/Ccr2/Ccr5/Cx3cr1/Tmem106a/Lgals9/Ccl3/Ccl4/Ccl2/H2-T23/Cidea/Cd14/Cd274,55
GO:0140013,meiotic nuclear division,55/2403,203/18994,0.270935961,2.141555404,6.223109672,2.20E-08,8.08E-07,6.87E-07,Mybl1/Sgo2a/Nuf2/Aspm/Mastl/Ncaph/Kif18a/Aurka/Knl1/Rad51/Btbd18/Spo11/Cenpe/Gpr3/Wnt4/Cdc20/Rad54b/Smc2/Rad54l/Cenps/Rad51ap1/Cyp26b1/Fancd2/M1ap/Plk1/Ccne1/Fbxo5/Syce1l/Kctd19/Ankle1/Fanca/Calr/Atm/Ttk/Ooep/Top2a/Brip1/Ska2/Tex14/Osm/Haspin/Fignl1/Eme1/Birc5/Trip13/Cks2/Ddx4/Mov10l1/Espl1/Sgo1/Ndc80/Chtf18/Ska1/Majin/Tesmin,55
GO:0051783,regulation of nuclear division,45/2403,152/18994,0.296052632,2.340084762,6.312886064,2.34E-08,8.55E-07,7.27E-07,Cd28/Nuf2/Ube2c/Bub1b/Knl1/Nusap1/Bub1/Edn3/Bmp7/Egf/Cenpe/Gpr3/Wnt4/Cdc20/Cdca8/Kntc1/Rad51ap1/Mad2l1/Hoxa13/Mki67/Plk1/Usp44/Fbxo5/Smpd3/Calr/Cdca2/Atm/Ttk/Spc24/Zwilch/Ooep/Tex14/Osm/Haspin/Sphk1/Aurkb/Birc5/Spdl1/Edn1/Trip13/Ccnb1/Gen1/Ndc80/Tnf/Ska1,45
GO:1903046,meiotic cell cycle process,60/2403,231/18994,0.25974026,2.053061379,6.128383347,2.79E-08,1.01E-06,8.63E-07,Mybl1/Sgo2a/Nuf2/Aspm/Mastl/Ncaph/Kif18a/Aurka/Knl1/Rad51/Btbd18/Spo11/Cenpe/Gpr3/Wnt4/Cdc20/Rad54b/Smc2/Rad54l/Cenps/Rad51ap1/Cyp26b1/Ncapd2/Fancd2/M1ap/Plk1/Ccne1/Fbxo5/Syce1l/Mcm5/Kctd19/Ankle1/Fanca/Calr/Atm/Ttk/Rec114/Ooep/Top2a/Brip1/Ska2/Tex14/Osm/Haspin/Fignl1/Eme1/Birc5/Edn1/Trip13/Cks2/Ddx4/Mov10l1/Espl1/Sgo1/Ndc80/Chtf18/Cdc25c/Ska1/Majin/Tesmin,60
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,45/2403,153/18994,0.294117647,2.324790091,6.261497327,2.91E-08,1.05E-06,8.94E-07,Tnfsf4/Cd28/Slamf1/Pla2g4a/Fcer1a/Il1r1/Ptprc/Prkcq/B2m/Cd40/Gata3/Cd1d1/Il12a/Fcgr1/P2rx7/Il6/Gimap3/Cd4/Mill2/H60c/Ulbp1/Raet1e/H60b/Il12rb1/Il27ra/Pnp/Ccr2/Tbx21/Rsad2/H2-DMa/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/Tnf/H2-T24/H2-T23/H2-T22/H2-Q7,45
GO:0032760,positive regulation of tumor necrosis factor production,38/2403,119/18994,0.319327731,2.524057813,6.347004848,3.06E-08,1.10E-06,9.32E-07,Il17a/Ptprc/Ifih1/Thbs1/C1qtnf4/Rasgrp1/Cybb/Tlr2/Cd2/Ptafr/Rigi/Ccl19/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Il6/Nod1/Pycard/Spn/Lilra5/Akap12/Ifngr1/Tlr3/Cd209b/Tlr9/Ccr2/Ccr5/Tmem106a/Lgals9/Ccl3/Ccl4/Ccl2/H2-T23/Cd14,38
GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,14/2403,22/18994,0.636363636,5.030000378,7.19775827,3.07E-08,1.10E-06,9.32E-07,Ctse/B2m/Ctss/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/H2-Oa/H2-Eb2/Cd74/Unc93b1,14
GO:0070106,interleukin-27-mediated signaling pathway,Nov-03,14/18994,0.785714286,6.210510671,7.422216041,3.28E-08,1.16E-06,9.86E-07,Stat1/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Il27ra,11
